ProductKey,sku,product_name,old_type,subcategory,category,department,product_family,meta_code,meta_mapped_by,meta_reason 
1797,43882001,Bravo Canned Tuna in Oil ,Tuna,Tuna,Tuna,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1798,43883001,Bravo Canned Tuna in Water ,Tuna,Tuna,Tuna,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1799,43884001,Bravo Canned Yams ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1800,43885001,Bravo Chicken Noodle Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1801,43886001,Bravo Chicken Ramen Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1802,43887001,Bravo Chicken Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1803,43888001,Bravo Creamed Corn ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1804,43889001,Bravo Noodle Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1805,43890001,Bravo Regular Ramen Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1806,43891001,Bravo Rice Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1807,43892001,Bravo Turkey Noodle Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1808,43893001,Bravo Vegetable Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1809,43894001,Condensed Milk Sweetened,Baking Supplies,Milk,Milk,Dairy,Drink,1321,RK,Non-Dairy Milk mapped to Milk (closest category)
1810,43895001,Booker Blueberry Yogurt ,Yogurt,Yogurt,Yogurt,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1811,43896001,Booker Cheese Spread ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1812,43897001,Booker Havarti Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1813,43898001,Booker Head Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1814,43899001,Booker Jack Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1815,43900001,Booker Large Curd Cottage Cheese ,Cottage Cheese,Cottage Cheese,Cottage Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1816,43901001,Booker Low Fat Cottage Cheese ,Cottage Cheese,Cottage Cheese,Cottage Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1817,43902001,Booker Low Fat Sour Cream ,Sour Cream,Sour Cream,Sour Cream,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1818,43903001,Booker Low Fat String Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1819,43904001,Booker Mild Cheddar Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1820,43905001,Booker Muenster Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1821,43906001,Booker Sharp Cheddar Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1822,43907001,Booker Sour Cream ,Sour Cream,Sour Cream,Sour Cream,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1823,43908001,Booker Strawberry Yogurt ,Yogurt,Yogurt,Yogurt,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1824,43909001,Booker String Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1825,43910001,Fruit & Vegetable Juice Mango Ginger,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
1826,43911001,Blue Label Beef Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1827,43912001,Blue Label Canned Beets ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1828,43913001,Blue Label Canned Peas ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1829,43914001,Blue Label Canned String Beans ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1830,43915001,Blue Label Canned Tomatos ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1831,43916001,Blue Label Canned Tuna in Oil ,Tuna,Tuna,Tuna,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1832,43917001,Blue Label Canned Tuna in Water ,Tuna,Tuna,Tuna,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1833,43918001,Blue Label Canned Yams ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1834,43919001,Blue Label Chicken Noodle Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1835,43920001,Blue Label Chicken Ramen Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1836,43921001,Blue Label Chicken Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1837,43922001,Blue Label Creamed Corn ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1838,43923001,Blue Label Fancy Canned Sardines ,Sardines,Sardines,Sardines,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1839,43924001,Blue Label Noodle Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1840,43925001,Blue Label Regular Ramen Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1841,43926001,Blue Label Rice Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1842,43927001,Blue Label Turkey Noodle Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1843,43928001,Blue Label Vegetable Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1844,43929001,Bird Call 200 MG Acetominifen ,Acetominifen,Acetominifen,Acetominifen,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1845,43930001,Bird Call 200 MG Ibuprofen ,Ibuprofen,Ibuprofen,Ibuprofen,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1846,43931001,Bird Call Buffered Aspirin ,Aspirin,Aspirin,Aspirin,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1847,43932001,Bird Call Childrens Aspirin ,Aspirin,Aspirin,Aspirin,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1848,43933001,Big Time Beef TV Dinner ,TV Dinner,TV Dinner,TV Dinner,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1849,43934001,Big Time Chicken TV Dinner ,TV Dinner,TV Dinner,TV Dinner,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1850,43935001,Big Time Fajita French Fries ,French Fries,French Fries,French Fries,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1851,43936001,Big Time Frozen Broccoli ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1852,43937001,Big Time Frozen Carrots ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1853,43938001,Big Time Frozen Cauliflower ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1854,43939001,Big Time Frozen Cheese Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1855,43940001,Big Time Frozen Chicken Breast ,Frozen Chicken,Frozen Chicken,Frozen Chicken,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1856,43941001,Big Time Frozen Chicken Thighs ,Frozen Chicken,Frozen Chicken,Frozen Chicken,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1857,43942001,Big Time Frozen Chicken Wings ,Frozen Chicken,Frozen Chicken,Frozen Chicken,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1858,43943001,Big Time Frozen Corn ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1859,43944001,Big Time Frozen Mushroom Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1860,43945001,Big Time Frozen Peas ,Frozen Vegetables,Frozen Vegetables,Frozen Vegetables,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1861,43946001,Big Time Frozen Pepperoni Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1862,43947001,Big Time Frozen Sausage Pizza ,Pizza,Pizza,Pizza,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1863,43948001,Big Time Grape Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1864,43949001,Big Time Home Style French Fries ,French Fries,French Fries,French Fries,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1865,43950001,Big Time Ice Cream ,Ice Cream,Ice Cream,Ice Cream,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1866,43951001,Big Time Ice Cream Sandwich ,Ice Cream,Ice Cream,Ice Cream,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1867,43952001,Big Time Lemon Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1868,43953001,Big Time Lime Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1869,43954001,Big Time Low Fat French Fries ,French Fries,French Fries,French Fries,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1870,43955001,Big Time Orange Popsicles ,Popsicles,Popsicles,Popsicles,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1871,43956001,Big Time Turkey TV Dinner ,TV Dinner,TV Dinner,TV Dinner,Frozen Foods,Food,1,AU,Mapped from old item type into new subcategory
1872,43957001,Citrus Drop Soda,Soda/Juice/Drinks,Flavored Drinks,Flavored Drinks,Beverages,Drink,301,AU,Comparison against set of known flavored drink manufacturers and verified by hand
1873,43958001,Cola Regular,Soda/Juice/Drinks,Flavored Drinks,Flavored Drinks,Beverages,Drink,301,AU,Comparison against set of known flavored drink manufacturers and verified by hand
1874,43959001,Big City Canned Mixed Fruit ,Canned Fruit,Canned Fruit,Canned Fruit,Canned Products,Food,1,AU,Mapped from old item type into new subcategory
1875,43960001,Big City Canned Peaches ,Canned Fruit,Canned Fruit,Canned Fruit,Canned Products,Food,1,AU,Mapped from old item type into new subcategory
1876,43961001,Fruit Snacks SpongeBob,Snacks,Dried Fruit,Dried Fruit,Snack Foods,Food,1324,RK,Fruit Snacks mapped to Fruit Snacks
1877,43962001,Hamburger Helper Bacon Cheeseburger,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1878,43963001,Hamburger Helper Beef Pasta,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1879,43964001,Hamburger Helper Cheddar Cheese Melt,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1880,43965001,Hamburger Helper Cheeseburger Macaroni,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1881,43966001,Hamburger Helper Cheesy Enchilada,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1882,43967001,Hamburger Helper Cheesy Italian Shells,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1883,43968001,Hamburger Helper Chili Macaroni,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1884,43969001,Hamburger Helper Crunchy Taco,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1885,43970001,Hamburger Helper Deluxe Beef Stroganoff,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1886,43971001,Hamburger Helper Deluxe Cheeseburger Macaroni,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1887,43972001,Hamburger Helper Double Cheeseburger Macaroni,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1888,43973001,Hamburger Helper Four Cheese Lasagna,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1889,43974001,Hamburger Helper Lasagna,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1890,43975001,Hamburger Helper Philly Cheesesteak,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1891,43976001,Hamburger Helper Potatoes Stroganoff,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1892,43977001,Hamburger Helper Salisbury,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1893,43978001,Hamburger Helper Stroganoff,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1894,43979001,Hamburger Helper Three Cheese,Pasta/Noodles,Spices,Spices,Baking Goods,Food,201,SJ,character match hamburger helper
1895,43980001,Better Beef Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1896,43981001,Better Canned Beets ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1897,43982001,Better Canned Peas ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1898,43983001,Better Canned String Beans ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1899,43984001,Better Canned Tomatos ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1900,43985001,Better Canned Tuna in Oil ,Tuna,Tuna,Tuna,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1901,43986001,Better Canned Tuna in Water ,Tuna,Tuna,Tuna,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1902,43987001,Better Canned Yams ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1903,43988001,Better Chicken Noodle Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1904,43989001,Better Chicken Ramen Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1905,43990001,Better Chicken Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1906,43991001,Better Creamed Corn ,Canned Vegetables,Canned Vegetables,Canned Vegetables,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1907,43992001,Better Noodle Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1908,43993001,Better Regular Ramen Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1909,43994001,Better Rice Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1910,43995001,Better Turkey Noodle Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1911,43996001,Better Vegetable Soup ,Soup,Soup,Soup,Canned Foods,Food,1,AU,Mapped from old item type into new subcategory
1912,43997001,Best Choice Avocado Dip ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
1913,43998001,Best Choice Buttered Popcorn ,Popcorn,Popcorn,Popcorn,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
1914,43999001,Best Choice Cheese Dip ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
1915,44000001,Best Choice Chocolate Chip Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
1916,44001001,Best Choice Fondue Mix ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
1917,44002001,Best Choice Frosted Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
1918,44003001,Best Choice Fudge Brownies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
1919,44004001,Best Choice Fudge Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
1920,44005001,Best Choice Graham Crackers ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
1921,44006001,Best Choice Lemon Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
1922,44007001,Best Choice Low Fat Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
